InChIKey,smiles,ic50_nm,pIC50,ID
QJDZBJMJPZWLKU-UHFFFAOYSA-N,C1C(N(N=C1C2=CC=C(C=C2)Br)C3=NC(=O)CS3)C4=CC=C(C=C4)F,8140.0,5.089375595110798,57390422
QKLWVDQKXUTTEU-UHFFFAOYSA-N,C1=CC(=CC(=C1)F)CN2C3=C(C=C(C=C3)NC4=NC=NN5C4=C(C=C5)COCC(=O)O)C=N2,18.0,7.744727494896693,44440823
QLLLIGGXRUNRDR-UHFFFAOYSA-N,[O-][S+]1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6ccccc6)c(F)c5)c4c3)o2)CC1,35.0,7.455931955649724,CHEMBL215716
QNABDSWBQJKBHK-UHFFFAOYSA-N,O=C(NCC(F)(F)F)c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)cs1,35000.0,4.455931955649724,CHEMBL4569508
QNLDNZHJFQMGHT-UHFFFAOYSA-N,NC(=S)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc(O)cc1,6580.0,5.181774106386044,CHEMBL1173667
QOCNMTYFAXITAU-UHFFFAOYSA-N,CCCN1CCN(c2ccc(Nc3nccc(-c4c(-c5ccc(OC)c(C(=O)Nc6c(F)cccc6F)c5)nc5ccccn45)n3)c(OC)c2)CC1,1000.0,6.0,CHEMBL3976571
QOKRWXHTPQROBS-UHFFFAOYSA-N,CC(C)(O)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21.CS(=O)(=O)O,2.2,8.657577319177793,CHEMBL2048907
QPNYAXXXUXFKDG-KBPBESRZSA-N,COc1cc2c(Nc3ccc(Br)c(Cl)c3Cl)ncnc2cc1OC[C@@H]1CN2CCOC[C@H]2CO1,1000.0,6.0,CHEMBL3905501
QPOURHROVVCOHC-UHFFFAOYSA-N,CN1CCN(c2ccc(Nc3ncc4nc(Nc5ccccc5)n(C5CCCC5)c4n3)cc2)CC1,60.0,7.221848749616356,CHEMBL2178352
QPWGGZYRDAMYQG-UHFFFAOYSA-N,O=C1CSC(N2N=C(c3ccc(Cl)cc3)CC2c2ccc(F)cc2)=N1,16420.0,4.784626847216578,CHEMBL1958032
QQDKYSNDWYIWJF-UHFFFAOYSA-N,CC1=C(N=CN=C1NC2=CC(=C(C=C2)OCC3=CC(=CC=C3)F)Cl)C,140.0,6.853871964321762,53317173
QQEHCRQUEDWLKK-UHFFFAOYSA-N,C#Cc1cccc(Nc2ncnc3cc(OCCCCCCC(=O)NO)c(OCCOC)cc23)c1,100.0,7.0,CHEMBL3898444
QRJKAQZHNICDSB-UHFFFAOYSA-N,C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)[nH]c3ncnc(OCC(C)C)c23)c1,26.0,7.585026652029182,CHEMBL4753389
QRMCZLGDRXISCZ-UHFFFAOYSA-N,CC(C)c1ccc(NC(=O)c2ccc(N(CCCl)CCCl)cc2)cc1,2320.0,5.634512015109101,CHEMBL589589
QRXMEGUJRZKMEO-UHFFFAOYSA-N,CS(=O)(=O)CCNC(=O)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc(C(F)(F)F)c3)c(Cl)c2)NCC1,65.0,7.187086643357144,CHEMBL2348415
QTJJFCPBQRQZAR-UHFFFAOYSA-N,Fc1cccc(COc2ccc(Nc3ncncc3C#Cc3ccccc3)cc2Cl)c1,780.0,6.107905397309519,CHEMBL379093
QTRVZMFRXOALDJ-UHFFFAOYSA-N,O=C(C#CCN1CCOCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1,26.0,7.585026652029182,CHEMBL202556
QTWKCJAINLFWKV-ZMQOCNJZSA-N,COc1cc2c(Nc3ccc(Br)c(Cl)c3Cl)ncnc2cc1OC[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2OC,1000.0,6.0,CHEMBL3934134
QUMXZLSLZVWESB-UHFFFAOYSA-N,Cc1ccn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,110.0,6.958607314841775,CHEMBL429827
QUXPQSWQUFCUAQ-BDQAORGHSA-N,Cl.O=C(NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21)[C@@H]1CCCN1,0.92,9.036212172654444,CHEMBL2048911
QVKVCKWOXKTLCP-UHFFFAOYSA-N,CC1=C(C(=NC=N1)NC2=CC(=C(C=C2)OCC3=CC(=CC=C3)F)Cl)C#CCCCN4CCOCC4,150.0,6.823908740944319,53319790
QVXSGBCTYAQMEU-UHFFFAOYSA-N,O=C1CSC(N2N=C(c3ccccc3)CC2c2ccc(F)cc2)=N1,6350.0,5.197226274708024,CHEMBL1958020
QWAHCSOEUYGXDS-UHFFFAOYSA-N,Fc1cccc(COc2ccc(Nc3ncnc4cc[nH]c34)cc2Cl)c1,13.0,7.886056647693163,CHEMBL1923000
QWQZKRUEXGQYOZ-DHZHZOJOSA-N,CCOc1cc2ncc(C#N)c(Nc3cc(Cl)c(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,406.0,6.391473966422806,CHEMBL360780
QWYNDGPXFFALKC-UXBLZVDNSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN1CCC1,40.0,7.397940008672037,CHEMBL368702
QXIJLZUHVBQWAZ-UHFFFAOYSA-N,C1COCCN1CCC(=O)NNC(=O)C2=C(N=CN=C2NC3=CC(=C(C=C3)OCC4=CC=CC=C4)Cl)N,5700.0,5.2441251443275085,44562431
QXWHKOZXCRDBND-UHFFFAOYSA-N,Cc1c(C(=O)NCCN2CCN(C)CC2)[nH]c2cnnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c12,843.0,6.074172425375258,CHEMBL1082012
QYNJVRUBTKSLBX-UHFFFAOYSA-N,C=CC(=O)Nc1cc2c(Nc3cccc(Cl)c3F)ncnc2cc1OCc1cn(CCCC(=O)NO)nn1,8.0,8.096910013008056,CHEMBL4794998
QZLWDYINRJTWPO-PKNBQFBNSA-N,CC1=C(C(=NC=N1)NC2=CC(=C(C=C2)OCC3=CC(=CC=C3)F)Cl)/C=C/C4=CC=C(C=C4)CN5CCOCC5,190.0,6.721246399047171,51346887
QZMGOBDHHJBODW-UHFFFAOYSA-N,OCCSCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,9.4,8.0268721464003,CHEMBL1923014
RACDIYVVIGQFAY-UHFFFAOYSA-N,CC(=O)N1N=C(c2ccc(Br)cc2)CC1c1ccc(C(=O)OCCn2c([N+](=O)[O-])cnc2C)cc1,3450.0,5.462180904926726,CHEMBL3746212
RAFDIVJEOBJAIO-UHFFFAOYSA-N,CC1=C(C(=NC=N1)NC2=CC(=C(C=C2)OCC3=CC(=CC=C3)F)Cl)C#CCCNCC4=CC=CC=C4,810.0,6.091514981121351,53318459
RARTTYYZTRKYDS-UHFFFAOYSA-N,COC1=CC2=C(C=C1)N=CN=C2NC3=CC=C(C=C3)OCC4=CC=CC=C4,309.0,6.510041520575165,5329484
RBKQHDPHYQYDQR-UHFFFAOYSA-N,O=S(=O)(NCCc1cccc(F)c1)c1cc(-c2ccc(-c3cccs3)s2)cc(C(F)(F)F)c1,31500.0,4.501689446210399,CHEMBL4161318
RBVREWVCSCUBOY-UHFFFAOYSA-N,OCCn1ccc2ncnc(Nc3ccc(Oc4cccc5[nH]ncc45)c(Cl)c3)c21,1.7,8.769551078621726,CHEMBL2048903
RCAPTXCVXVNKPS-UHFFFAOYSA-N,NS(=O)(=O)c1ccc(-n2c(SCC(=O)Nc3cc(Cl)c(Cl)cc3Cl)nc3cc4ccccc4cc3c2=O)cc1,760.0,6.119186407719209,CHEMBL4164936
RCOWTORYMLCNEG-UHFFFAOYSA-N,C=CC(=O)Nc1cc(-c2c[nH]c3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)ccc1OCCO,1.9,8.721246399047171,CHEMBL4786257
RCUSFXIASRCUQJ-IPPBACCNSA-N,Nc1ncnc(Nc2ccc3c(cnn3Cc3cccc(F)c3)c2)c1/C=N/N1CCCCC1,18.0,7.744727494896693,CHEMBL524457
RCXKACUHTAVIBD-ZQAUEJBPSA-N,CCOc1cc2ncnc(Nc3ccc(Oc4cc5nncn5cn4)c(C)c3)c2cc1NC(=O)/C=C/[C@H]1CCCN1C,1.67,8.777283528852417,CHEMBL5184610
RDFSWUCGNZTNGD-UWHLTILDSA-N,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1O[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2S(C)(=O)=O,50.0,7.301029995663981,CHEMBL3896067
RDNWDRUSXRDQOG-UHFFFAOYSA-N,C1C(N(N=C1C2=CC=C(C=C2)Br)C(=S)N)C3=CC=CC4=CC=CC=C43,9150.0,5.038578905933552,71524870
RDZCSFHYEHBJON-VMPITWQZSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccco4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,62.0,7.207608310501746,CHEMBL176199
REMMHMJADZNMGO-KBPBESRZSA-N,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC[C@@H]1CN2CCC[C@H]2CO1,50.0,7.301029995663981,CHEMBL3959774
RENFOOCUNGUUHO-HSZRJFAPSA-N,CS(=O)(=O)C[C@@H](N)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,2.9,8.537602002101044,CHEMBL3344215
RENFOOCUNGUUHO-QHCPKHFHSA-N,CS(=O)(=O)C[C@@H](C1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl)N,10.6,7.97469413473523,46866615
RENFOOCUNGUUHO-UHFFFAOYSA-N,CS(=O)(=O)CC(N)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,3.4,8.468521082957745,CHEMBL3344209
RESZILDIQVNANF-UHFFFAOYSA-N,COc1cc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1OCCCOP(N)(=O)N(CCCl)CCCl,1100.0,5.958607314841775,CHEMBL4104950
RFGYFZFUMBQSCW-GICMACPYSA-N,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CN2CSC[C@H]2CO1,50.0,7.301029995663981,CHEMBL3917294
RFLDKDRBFRIRBR-RMKNXTFCSA-N,Fc1cccc(NCc2coc(/C=C/c3ccc(C(F)(F)F)cc3)n2)c1,8630.0,5.06398920428479,CHEMBL5182590
RFSXIPRAZZPVFM-UHFFFAOYSA-N,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(CCCO)nn1,67.0,7.173925197299173,CHEMBL4476544
RGIXMSXCHQWNPC-UHFFFAOYSA-N,Nc1ccccc1NC(=O)c1ccc(COc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)cc1,39.0,7.4089353929735005,CHEMBL3217993
RGKMUWLBUIKZDZ-UHFFFAOYSA-N,C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)[nH]c3ncnc(OCC)c23)c1,14.0,7.853871964321762,CHEMBL4741898
RGPPENXNCJVEBN-UHFFFAOYSA-N,C1=CC(=C(C=C1NC2=NC=NC3=CC4=C(C=C32)N(C(=O)O4)CCOC(=O)CBr)F)F,1300.0,5.886056647693163,134136044
RGUNUECSTMHJBW-UHFFFAOYSA-N,NC(=S)N1N=C(c2ccc(Cl)cc2)CC1c1ccc2ccccc2c1,3870.0,5.412289034981089,CHEMBL2324870
RGWCDYFHPBVQSW-WFAPNNQUSA-N,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)OCC4=CC=CC=C4)Cl)C#N)NC(=O)/C=C/CN(C)NC[C@@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O,966.0,6.015022873584506,71456241
RHNCTEJANSMRNV-UHFFFAOYSA-N,C#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,1.9,8.721246399047171,CHEMBL202360
RHVQWSMLJGXEQH-BFSLETRISA-N,COC[C@@H]1CCCN1C/C=C/C(=O)NC2=CC3=C(C=C2)N=CN=C3NC4=CC(=CC=C4)Br,1912.0,5.718512112059919,5328975
RHVQWSMLJGXEQH-BTZGUFSASA-N,COC[C@H]1CCCN1C/C=C/C(=O)NC2=CC3=C(C=C2)N=CN=C3NC4=CC(=CC=C4)Br,733.0,6.134896025358872,5328976
RHVQWSMLJGXEQH-CWWFIGIMSA-N,COC[C@@H]1CCCN1C/C=C\C(=O)NC2=CC3=C(C=C2)N=CN=C3NC4=CC(=CC=C4)Br,2921.0,5.53446844302645,5328989
RJZUVQHBSXINFT-GQCTYLIASA-N,CC1CCCCN1C/C=C/C(=O)N1CCOc2cc3ncnc(Nc4ccc(F)c(Cl)c4)c3cc21,384.0,6.415668775632469,CHEMBL4458843
RKEVYIWMMZTIEB-UHFFFAOYSA-N,Cc1ncc([N+](=O)[O-])n1CC(=O)NS(=O)(=O)c1ccc(Cl)cc1,3410.0,5.467245621007502,CHEMBL1828863
RKUBYGFDHATQAZ-UHFFFAOYSA-N,N#Cc1ccccc1Oc1ccc(Nc2ncnc3cc[nH]c23)cc1Cl,8.0,8.096910013008056,CHEMBL1922901
RKUHGVDFHLNNLT-UHFFFAOYSA-N,C#CC1=CC(=CC=C1)NC2=NC=NN3C2=C(C=C3)CN4CCC(CC4)N,7.0,8.154901959985743,11382411
RKUXMYUMMSWVGH-CPSHHHPTSA-N,Cc1cc(Nc2ncnc3cc(O)c(NC(=O)/C=C/[C@H]4CCCN4C)cc23)ccc1Oc1cc2nccn2cn1,1.06,8.97469413473523,CHEMBL5176920
RKYBUDCAJWXFQO-QFIPXVFZSA-N,COc1cn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c2c1COC[C@@H]1CNCCO1,250.0,6.6020599913279625,CHEMBL395883
RLNZIWVIDMGNEN-UHFFFAOYSA-N,COCC1CCCN1CC#CC(=O)NC2=CC3=C(C=C2)N=CN=C3NC4=CC(=CC=C4)Br,117.0,6.931814138253838,44325116
RMPVKBBFQRDYJT-UHFFFAOYSA-N,CS(=O)(=O)CCOCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,17.0,7.769551078621726,CHEMBL215171
RNOAOAWBMHREKO-QFIPXVFZSA-N,C=CC(=O)N1CCC([C@@H]2CCNc3c(C(N)=O)c(-c4ccc(Oc5ccccc5)cc4)nn32)CC1,530.0,6.275724130399211,CHEMBL3936761
ROHJEIACUNTGFP-VWLOTQADSA-N,Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3-c3ccc(F)cc3O)cc12,1.0,9.0,CHEMBL4075917
RPLCLUCJTHAIOW-UGSOOPFHSA-N,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC[C@@H]1CN2CCC[C@H]2C(=O)N1C,1000.0,6.0,CHEMBL3983466
RPRAZNCIOCLZNW-UHFFFAOYSA-N,C=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OCC4=CN(N=N4)CC5=CC=C(C=C5)F,212.0,6.673664139071248,142735680
RPXDEHYEUCFVOM-UHFFFAOYSA-N,C1COCCN1S(=O)(=O)C2=CC3=C(C=C2)NC(=C3N=NC(=O)CC#N)O,240.0,6.619788758288394,145979089
RPXMTNZWJALSGT-UHFFFAOYSA-N,O=C(CCCCCCOc1ccc(-c2cc3c(NCc4ccccc4)ncnc3[nH]2)cc1)NO,1000.0,6.0,CHEMBL3985004
RQYVKBOWLRVISJ-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCCCCC(=O)NO,19.0,7.721246399047171,24944930
RRBYOZUVIOQSSM-UHFFFAOYSA-N,CN(C)CC1=CC=C(O1)C2=CC3=C(S2)C(=NC=N3)NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,146.0,6.835647144215563,44571448
RRURVOSFXQLYQR-UHFFFAOYSA-N,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Br)c4)c3c2)o1,25.0,7.602059991327962,CHEMBL214689
RRVAAWPXOPHXBC-DHZHZOJOSA-N,COc1ccccc1NCc1coc(/C=C/c2ccc(C(F)(F)F)cc2)n1,3070.0,5.512861624522813,CHEMBL5174515
RSCOISQCBWSURO-UHFFFAOYSA-N,O=C1CSC(N2N=C(c3ccc(F)cc3)CC2c2ccccc2)=N1,10530.0,4.9775716288145135,CHEMBL1958025
RSIUAJHRAOKMFS-UHFFFAOYSA-N,COCCOCc1ccn2ncnc(Nc3ccc4c(cnn4Cc4cccc(F)c4)c3)c12,420.0,6.376750709602099,CHEMBL246489
RSJIZNRDILNEMO-UHFFFAOYSA-N,CS(=O)(=O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21,2.9,8.537602002101044,CHEMBL2148050
RSNDESFUJYJZCD-UHFFFAOYSA-N,Cc1nn(-c2ccc(F)cc2)c2ncnc(Nc3ccc(F)c(Cl)c3)c12,254.0,6.5951662833800615,CHEMBL4792279
RTBZZZASZOKFFS-UHFFFAOYSA-N,CCNC(=O)Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,126.0,6.899629454882437,CHEMBL3633932
RTGHDFBNYWRBCB-UHFFFAOYSA-N,Cc1ccc(C2=NN(C3=NC(=O)CS3)C(c3ccc(Cl)cc3)C2)cc1,3110.0,5.507239610973162,CHEMBL1958214
RUEMCYBCUGHERT-UHFFFAOYSA-N,CC(C)(C)S(=O)(=O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,14.0,7.853871964321762,CHEMBL2148047
RUTCIZOQGCWURK-UHFFFAOYSA-N,N=C(N)SCCCn1c(=O)c2c(c1=O)n1c3ccccc3cc1c1cccc3ccn2c31,7700.0,5.113509274827518,CHEMBL489083
RUZLWGNXOCCORA-UHFFFAOYSA-N,O=C(Nc1ccc(Cl)cc1)c1ccc(N(CCCl)CCCl)cc1,3330.0,5.47755576649368,CHEMBL589830
RVCKMZIQUFKZFD-GOSISDBHSA-N,C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(OCc4ccccn4)c(Cl)c3)c3c(N)ncnc32)C1,8.1,8.09151498112135,CHEMBL4068839
RVMLSAUWFLLGAT-FNAHDJPLSA-N,CCO[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2Oc1cc2ncnc(Nc3ccc(Br)c(Cl)c3)c2cc1OC,50.0,7.301029995663981,CHEMBL3907230
RWAFVRRIJKQZIU-UHFFFAOYSA-N,CCC1=C2C(Nc3ccc4c(cnn4Cc4ccccc4)c3)=NC=NC2N=C1NC(=O)OCCn1ccnc1,44.0,7.356547323513812,CHEMBL566337
RWQIOAPAHWFTMQ-UHFFFAOYSA-N,Cn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,11.0,7.958607314841775,CHEMBL1923004
RWRYVPUMPZVZSS-UHFFFAOYSA-N,CCN(CC)CC#CC(=O)NC1=CC2=C(C=C1)N=CN=C2NC3=CC(=CC=C3)Br,38.0,7.42021640338319,5328955
RWZFERBECCSPBU-UHFFFAOYSA-N,COc1ccc(C2CC(c3ccc(F)cc3)=NN2C2=NC(=O)CS2)cc1,12430.0,4.905528871358356,CHEMBL1958030
RXCJZPBISMXQDN-UHFFFAOYSA-N,C=CC(=O)Nc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cc1OCc1cn(CCCC(=O)NO)nn1,3.7,8.431798275933005,CHEMBL4794670
RXPZOSHFGJWSLQ-UHFFFAOYSA-N,Oc1cccc(Nc2ccnc3[nH]c4ccccc4c23)c1,1300.0,5.886056647693163,CHEMBL3133821
RXSZUVQJEAVKRW-ATMGAIRJSA-N,O=C1C2=C(C(=O)c3c(O)ccc(O)c31)[C@@H](O)[C@@H](O)[C@@H](O)C2,10800.0,4.966576244513051,CHEMBL1987813
RXVAQVGZWRONPW-UHFFFAOYSA-N,CCOc1cccc(Nc2ccnc3[nH]c4ccc(S(=O)(=O)N5CCNCC5)cc4c23)c1,576.0,6.239577516576788,CHEMBL3133829
RZEMPBRXCDBLDH-UHFFFAOYSA-N,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)cc4)c3c2)o1,31.0,7.508638306165727,CHEMBL213818
RZXIJFPEMANFOZ-UHFFFAOYSA-N,C1=CC(=CC(=C1)F)COC2=C(C=C(C=C2)NC3=NC=NC(=C3)C4=CSC=C4)Cl,36000.0,4.443697499232713,53325047
SADXACCFNXBCFY-IYNHSRRRSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/[C@H]1CCCN1C,9.07,8.042392712939904,CHEMBL3647420
SBDHHGPMARTGSE-UHFFFAOYSA-N,CS(=O)(=O)CC(NC1CCCCC1)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,58.6,7.23210238398191,CHEMBL3344212
SCKMFGVJIOSCPI-UHFFFAOYSA-N,O=C1CSC(N2N=C(c3ccc(F)cc3)CC2c2ccc(F)cc2)=N1,18120.0,4.741841806659206,CHEMBL1958026
SCPXIXAJVMGIOW-UHFFFAOYSA-N,C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)[nH]c3ncn(C)c(=O)c23)c1,146.0,6.835647144215563,CHEMBL4785221
SDEAXTCZPQIFQM-UHFFFAOYSA-N,CC1=C(C=CC(=C1)NC2=NC=NC3=C2C=C(C=C3)NC4=NC(CO4)(C)C)OC5=CC6=NC=NN6C=C5,8.674999999999999,8.071017309407836,51039094
SDGNMBQUZIXYSU-UHFFFAOYSA-N,O=C1CSC(N2N=C(c3ccccc3)CC2c2ccc(Cl)cc2)=N1,4830.0,5.316052869248487,CHEMBL1958021
SEBXYMBDVHCYBM-JXMROGBWSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccnc5ccccc45)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,1184.0,5.926648297613099,CHEMBL175621
SEVGOOROBLVJGK-UHFFFAOYSA-N,C#Cc1cccc(Nc2ncnc3ccc(OCc4ccc(C(=O)Nc5ccccc5N)cc4)cc23)c1,66.0,7.180456064458131,CHEMBL3218000
SEXLNNKPTDAAAL-UHFFFAOYSA-N,CC(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21)S(C)(=O)=O,4.1000000000000005,8.387216143280265,CHEMBL2148051
SFSNVFCNLQLQLX-UHFFFAOYSA-N,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(CCCCC(=O)NO)nn1,7.3,8.136677139879545,CHEMBL4744985
SGYAQGSCPQGXLC-KOSHJBKYSA-N,C[C@H](c1cccc(F)c1)n1ncc2cc(Nc3ncnn4ccc(COC[C@@H]5CNCCO5)c34)ccc21,41.0,7.387216143280264,CHEMBL245278
SGYAQGSCPQGXLC-UUOWRZLLSA-N,C[C@@H](c1cccc(F)c1)n1ncc2cc(Nc3ncnn4ccc(COC[C@@H]5CNCCO5)c34)ccc21,510.0,6.292429823902063,CHEMBL397122
SHKHWNUDFOMKAK-UHFFFAOYSA-N,O=C1Cc2c(cccc2Oc2ccc(Nc3ncnc4ccn(CCO)c34)cc2Cl)N1,1.6,8.795880017344075,CHEMBL2048796
SJCQYTOHJMCKJL-UHFFFAOYSA-N,O=C(NCCN1CCCC1)c1cc2cnnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2[nH]1,620.0,6.207608310501746,CHEMBL1080272
SJISLOFCWOMXJD-UHFFFAOYSA-N,C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)[nH]c3ncn(CC)c(=O)c23)c1,84.0,7.075720713938118,CHEMBL4795863
SJMHQTPAHZSCGB-UHFFFAOYSA-N,Clc1cc(Nc2ncnc3cc[nH]c23)ccc1OCc1ccccn1,22.0,7.657577319177793,CHEMBL1923001
SJQFKWYTPBCICF-UHFFFAOYSA-N,Cc1ccccc1Nc1ccnc2[nH]c3ccccc3c12,978.0,6.009661145212398,CHEMBL3133820
SMDISTWGFIENMP-MRXNPFEDSA-N,C[C@@H](Nc1ncnc2[nH]c(-c3ccc(NC(=O)CCCC(=O)NO)cc3)cc12)c1ccccc1,100.0,7.0,CHEMBL3921652
SMOPKEHQPPXRSH-UHFFFAOYSA-N,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(F)(F)F)C(=O)NC3=CN=C(N=C3)NC4=CC(=CC=C4)NC(=O)CNC(=O)C=C,7.0,8.154901959985743,71556703
SMPHSAOFBCCNMS-DJKKODMXSA-N,COC1=CC(=CC(=C1O)CSCC2=CC=CC=C2)/C=C(\C#N)/C(=O)C3=CC(=C(C=C3)O)O,6200.0,5.207608310501746,44345182
SMSOSQRBSNFBDH-UHFFFAOYSA-N,COC(=O)CCCC(=O)Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1,29.0,7.537602002101044,CHEMBL206782
SMUJOARBULKATQ-UHFFFAOYSA-N,O=C(NCc1ccccc1)c1ccc(N(CCCl)CCCl)cc1,25870.0,4.587203571283457,CHEMBL589847
SNGQUXXOIHSAPK-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)NC(=O)CCCCCCC(=O)NO,60.05,7.348401971289755,24945368
SNPHORMIAYSVQZ-UHFFFAOYSA-N,C=CC(=O)Nc1cccc(-c2c(-c3ccc(N4CCN(C)CC4)cc3)[nH]c3ncnc(OC(C)C)c23)c1,21.0,7.67778070526608,CHEMBL4799276
SOCMOTGNRXRMOH-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OCCCCCCC(=O)NO,85.6,7.073760003181572,24944856
SOENYCXOSGATJG-MKMNVTDBSA-N,COC1=CC(=CC(=C1O)CSCC2=CC=CC=C2Cl)/C=C(\C#N)/C(=O)N,250.0,6.6020599913279625,10430383
SOFMGJHORUKREC-UHFFFAOYSA-N,O=S(=O)(CCCCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5ccccc5)c(Cl)c4)c3c2)o1)c1ccccc1,38.0,7.42021640338319,CHEMBL212201
SPEQBPSZWOMRLO-UHFFFAOYSA-N,CS(=O)(=O)CCNCCCCOC1=CC2=C(C=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl,210.0,6.6777807052660805,5329490
SQENCHCSNKEQSX-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)O)cc1.Fc1cccc(COc2ccc(Nc3ncnc4ccc(-c5ccc(CN6CCOCC6)o5)cc34)cc2Cl)c1,13.1,7.882728704344236,CHEMBL3436354
SQUSZMTZUQQFKO-UHFFFAOYSA-N,COc1cc2ncnc(NCCOc3ccccc3F)c2cc1OC,8730.0,5.058985756294431,CHEMBL5270270
