InChIKey,smiles,ic50_nm,pIC50,ID
SRIYNYFAYVOGRJ-UHFFFAOYSA-N,NC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccnc5)c4)c23)CC1,34.0,7.468521082957745,CHEMBL247915
SSAKQDBVDKDWIF-UHFFFAOYSA-N,C=CC(=O)Nc1cc2c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncnc2cc1OCc1cn(CCCCC(=O)NO)nn1,3.8,8.42021640338319,CHEMBL4758761
SSNRTALFAXFKNE-UHFFFAOYSA-N,Fc1cccc(COc2ccc(Nc3ccncn3)cc2Cl)c1,23000.0,4.6399203482970215,CHEMBL205652
SSRSEBNRBASBBM-VMPITWQZSA-N,C1CCN(CC1)C2CCN(CC2)C/C=C/C(=O)NC3=CC4=C(C=C3)N=CN=C4NC5=CC(=CC=C5)Br,1592.0,5.79805693659835,5328979
SSYMKGVXLKENJR-UHFFFAOYSA-N,C1=CC(=CC(=C1)F)COC2=C(C=C(C=C2)NC3=NC=NC4=C3SC(=C4)C5=CC=CO5)Cl,709.0,6.149353764816933,44571431
STQXJADJAGHYFB-UHFFFAOYSA-N,CCNC(=O)NC1=CC2=C(C=C1)N=CN=C2NC3=CC(=C(C=C3)OCC4=CC=CC=N4)Cl,1390.0,5.856985199745905,122195681
SUBNLERWESOYMX-YRNVUSSQSA-N,C1=CC(=CC(=C1)F)COC2=C(C=C(C=C2)NC3=NC=NC4=C3C=C(C=C4)C5=CC=C(S5)/C=C/C(=O)NO)Cl,3.5,8.455931955649724,49855569
SUMLGNXNNUFULV-UHFFFAOYSA-N,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCc1cn(Cc2ccccc2)nn1,90.0,7.045757490560675,CHEMBL4578487
SUNYHTNCCXSBQC-UHFFFAOYSA-N,O=C1CSC(N2N=C(c3ccc(Cl)cc3)CC2c2ccc(Cl)cc2)=N1,9960.0,5.001740661576301,CHEMBL1958033
SVRFIUCPQRDGOA-UHFFFAOYSA-N,CC(C)(C(=O)NCCN1C=CC2=C1C(=NC=N2)NC3=CC(=C(C=C3)OC4=C5C=NSC5=CC=C4)Cl)S(=O)(=O)C,2.0,8.698970004336019,57413593
SWMGNCSEVSFTQH-SSEXGKCCSA-N,CCCCCCC(=O)ON[C@H](CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,158.2,6.800793520838342,CHEMBL3344219
SXHXSFDRRRWGRB-UHFFFAOYSA-N,O=C1NCc2ccc(Oc3ccc(Nc4ncnc5ccn(CCO)c45)cc3Cl)cc21,1.3,8.886056647693163,CHEMBL2048789
SXKKJDFMAPGQSG-UHFFFAOYSA-N,Clc1cc(Nc2ncnc3nn4ccccc4c23)ccc1OCc1ccccc1,200.0,6.698970004336019,CHEMBL181742
SXUTWMUWKOLBDA-UHFFFAOYSA-N,CCOC(=O)c1cn2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2c1CC,820.0,6.086186147616283,CHEMBL194349
SYYWHQJNQNTVHC-UHFFFAOYSA-N,C1C(N(N=C1C2=CC=C(C=C2)Br)C3=NC(=O)CS3)C4=CC=C(C=C4)Br,3650.0,5.437707135543525,57390435
SZVAKAGCAKQORO-UHFFFAOYSA-N,Cc1ccc(Oc2ccc(Nc3ncnc4cc[nH]c34)cc2C)cn1,60.0,7.221848749616356,CHEMBL1923002
TUCIOBMMDDOEMM-RIYZIHGNSA-N,C1=CC=C(C=C1)CNC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,13500.0,4.8696662315049934,5328779
TUJUURQEVYFCIN-UHFFFAOYSA-N,CCCN1CCCOC(COc2cc3ncnc(Nc4ccc(Cl)c(Cl)c4)c3cc2OC)C1,50.0,7.301029995663981,CHEMBL3914599
TUOSCZDRWRYPRS-UHFFFAOYSA-N,CCCCn1c(Cc2cc(OC)c(OC)c(OC)c2)nc2c(N)ncnc21,40000.0,4.3979400086720375,CHEMBL113690
TURWKCNNQKWOTA-UHFFFAOYSA-N,O=C(C#CCN1CCOCC1)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,300.0,6.522878745280337,CHEMBL202621
TVMGXFANDKLGPL-UHFFFAOYSA-N,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COCC6CCNCC6)c45)ccc32)c1,120.0,6.920818753952375,CHEMBL246072
TVQHGTHLBVLBIA-UHFFFAOYSA-N,O=C(C#CCO)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1,2.1,8.67778070526608,CHEMBL202411
TVQSEOBXKSIHNK-UHFFFAOYSA-N,O=C(NCCO)C1=Cc2c(ncnc2Nc2ccc(Oc3cccc(C(F)(F)F)c3)c(Cl)c2)NCC1,29.0,7.537602002101044,CHEMBL2348414
TVWAYYKSTVUYBC-UHFFFAOYSA-N,COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nccc(-c2c(-c3ccc(OC)c(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1,1000.0,6.0,CHEMBL3915202
TWDYINDEKINRQQ-UHFFFAOYSA-N,O=C(NCCN1CCOCC1)Nc1ccc(-c2cc3c(Nc4ccc(Oc5cccc(C(F)(F)F)c5)c(Cl)c4)ncnc3s2)cc1,1200.0,5.920818753952375,CHEMBL4288374
TWJVGFNDTNMECS-UHFFFAOYSA-N,O=S(=O)(c1ccc2[nH]c3nccc(Nc4cccc(O)c4)c3c2c1)N1CCOCC1,298.0,6.525783735923745,CHEMBL3133824
TWMPXXRMSJFJSY-UHFFFAOYSA-N,COc1cc2c(Nc3cc(Cl)c(Cl)c(Cl)c3)ncnc2cc1OCC1CN(C)CCO1,50.0,7.301029995663981,CHEMBL3906715
TXIRDIAXSNWNPA-UHFFFAOYSA-N,CC1=C(C(=NC=N1)NC2=CC(=C(C=C2)OCC3=CC(=CC=C3)F)Cl)C#CCCN4CCOCC4,74.0,7.130768280269024,11955434
TXSZGBMOPCXBTP-FQEVSTJZSA-N,COCCOC1=C(C=C2C(=C1)N=CN=C2NC3=C(C(=CC=C3)Cl)F)NC(=O)[C@@H]4CCCN4C(=O)C=C,42.0,7.376750709602099,24883287
TXZRYLZHQIMGPZ-UHFFFAOYSA-N,NNC(=O)c1csc2nc(CN3CCOCC3)c(-c3ccc(Br)cc3)n12,121.0,6.91721462968355,CHEMBL5204650
TYIJYIGEKOSLCM-UHFFFAOYSA-N,CCc1c(C(=O)NCCCn2ccnc2)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,30.0,7.522878745280337,CHEMBL193681
TYNOFSAXDJGXIY-SNAWJCMRSA-N,CCNC(=O)C1=CN=CC(=C1)/C=C/C2=C(NN=C2)C3=NC4=C(N3)C=C(C=C4)OC,37000.0,4.431798275933005,135620678
TZBMPCSTFWCCIU-UHFFFAOYSA-N,N#CC(C#N)=CNc1ccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2c1,8000.0,5.096910013008056,CHEMBL3633939
TZPIFYXBGQBABB-AATRIKPKSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccc(Cl)cc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,24.0,7.619788758288394,CHEMBL180415
UASPTJWQFPYJIQ-DHZHZOJOSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(Oc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,184.0,6.735182176990463,CHEMBL180018
UAUVSHOAYLPSOU-MNPDLOSFSA-N,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1O[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2N1CCCCC1,1000.0,6.0,CHEMBL3927849
UCDGCUOHOAAMOX-JXMROGBWSA-N,CCOC1=C(C=C2C(=C1)N=CC(=C2NC3=CC(=C(C=C3)OCC4=CC=CC=C4)Cl)C#N)NC(=O)/C=C/CN5CC5C(=O)OC,196.0,6.707743928643524,11238875
UCKDEEMBVSBLKN-UHFFFAOYSA-N,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OCC1CNCC(C)(C)O1,50.0,7.301029995663981,CHEMBL3914189
UCKKZOCKASQMFK-UHFFFAOYSA-N,COCOCC#CC(=O)NC1=CC2=C(C=C1)N=CN=C2NC3=CC(=CC=C3)Br,122.0,6.913640169325252,5328967
UCSIYDCODBRGKW-UHFFFAOYSA-N,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC(=C(C=C3)F)Cl)OCCCCC(=O)NO,15.0,7.823908740944319,24944850
UEGFAJFCHWZVEB-UHFFFAOYSA-N,COC1CNCCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)C1,170.0,6.769551078621726,CHEMBL392774
UEJUKJJOSDYORR-HSZRJFAPSA-N,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COC[C@H]6CNCCO6)c45)ccc32)c1,60.0,7.221848749616356,CHEMBL428046
UEJUKJJOSDYORR-QHCPKHFHSA-N,C1CO[C@@H](CN1)COCC2=C3C(=NC=NN3C=C2)NC4=CC5=C(C=C4)N(N=C5)CC6=CC(=CC=C6)F,55.0,7.259637310505756,10217590
UFLUWNRWPWDTEF-ZZXKWVIFSA-N,CN(CCO)C/C=C/C(=O)NC1=CC2=C(C=C1)N=CN=C2NC3=CC(=CC=C3)Br,414.0,6.3829996588791005,5328978
UGAAWODPRRSBJP-UHFFFAOYSA-N,O=[N+]([O-])c1cccc(Nc2ccnc3[nH]c4ccc(Br)cc4c23)c1,8830.0,5.054039296422431,CHEMBL3133815
UGBJNFSYCKUYJU-UHFFFAOYSA-N,CC(=O)c1ccc2[nH]c3nccc(Nc4cccc(N)c4)c3c2c1,1640.0,5.785156151952302,CHEMBL3133818
UGEGMLHKJYPRKJ-JLHYYAGUSA-N,C#CC1=CC(=CC=C1)NC2=NC=NC3=C2C=C(C=C3)S(=O)(=O)N4C=CC(=C4)/C=C/C(=O)NC5=CC=CC=C5N,2191.5,5.683230425536332,58191950
UGFPMKJYLKNPOF-SNAWJCMRSA-N,CCNCC1=CC(=CN=C1)/C=C/C2=C(NN=C2)C3=NC4=C(N3)C=C(C=C4)OC,3030.0,5.518557371497695,135723775
UGQFOLZMNOEWLQ-UHFFFAOYSA-N,COc1ccc(C2=NN(c3ccccc3)C(c3cccc4ccccc34)C2)cc1,3010.0,5.521433504406156,CHEMBL2325092
UGWOQEABVJFWIV-WQRHYEAKSA-N,CC(C)C1=CC(=CC(=C1O)C(C)C)/C=C\2/C3=CC=CC=C3NC2=O,7000.0,5.154901959985743,10426229
UHGKHVDHBHYHFY-LLYBFZRZSA-N,COC[C@@H](C)Oc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,148.3,6.828858848971618,CHEMBL4577883
UHGKHVDHBHYHFY-NFAHFFEMSA-N,COC[C@H](C)Oc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,482.1,6.316862868516993,CHEMBL4443188
UHXMARJQLILHMW-UHFFFAOYSA-N,C=CC(=O)Nc1cc(-c2c[nH]c3ncnc(Nc4ccc5[nH]c(Cc6ccccc6)nc5c4)c23)ccc1OCCO,188.0,6.72584215073632,CHEMBL4763660
UIBFVYOIDXCKPI-YPWPWMHZSA-N,COc1cc2c(Nc3ccc(Cl)c(Cl)c3N3CCN(C)CC3)ncnc2cc1O[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2F,1000.0,6.0,CHEMBL3985116
UIDCZJGQYLGZEO-UHFFFAOYSA-N,Cc1ccc(C2CC(c3ccc(Br)cc3)=NN2C2=NC(=O)CS2)cc1,7040.0,5.152427340857888,CHEMBL1958210
UIKHYQLSZPHCKO-UHFFFAOYSA-N,CNC(CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,1.0,9.0,CHEMBL3344210
UIVCMCJROZMDFB-UHFFFAOYSA-N,Fc1ccc(Nc2ncnc3ccc(-c4cnn(C5CCNCC5)c4)cc23)cc1Cl,1202.0,5.92009553233328,CHEMBL3828092
UIXUAKVMQUZXGY-UHFFFAOYSA-N,C1=CC2=C(C=C1C3=CN(N=N3)CCCCCCC(=O)NO)C(=NC=N2)NC4=CC(=C(C=C4)F)Cl,176.7,6.752763450493236,134156011
UJDNKFDRJWNSEG-UHFFFAOYSA-N,O=C1CSC(N2N=C(c3ccc(Br)cc3)CC2c2ccc(Cl)cc2)=N1,5870.0,5.231361898752386,CHEMBL1958039
UJQWOFFGNHVFHG-IZZDOVSWSA-N,Cc1ccc(NCc2coc(/C=C/c3ccc(C(F)(F)F)cc3)n2)cc1,1830.0,5.73754891026957,CHEMBL5190408
UJTDMNARLIOVGT-UHFFFAOYSA-N,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1OC1CCN(C)C1,1000.0,6.0,CHEMBL3971560
UKIJXKRMFLDSMY-UHFFFAOYSA-N,C1=CC(=O)C2=C(C(=C(C(=C2C1=O)O)CO)CO)O,11400.0,4.943095148663527,313371
ULMZSUGIZVDJDK-JXMROGBWSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccc5ccccc5c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,18.0,7.744727494896693,CHEMBL178573
ULXXDDBFHOBEHA-CWDCEQMOSA-N,CN(C)C/C=C/C(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)O[C@H]4CCOC4,12.345555555555556,8.171557120959573,10184653
ULXXDDBFHOBEHA-QDLOVBKTSA-N,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@@H]1CCOC1,14.0,7.853871964321762,CHEMBL2347958
ULXXLCZMVVOIBI-UHFFFAOYSA-N,CC(C)NC(CS(C)(=O)=O)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,48.3,7.316052869248487,CHEMBL3344213
UMBIRSZUCJNBHB-SANMLTNESA-N,OC[C@H](Nc1cnc(-c2cc(Cl)ccc2O)c(-c2ccc3cnccc3c2)c1)c1ccccc1,1.0,9.0,CHEMBL4067871
UMFUSRXYNCISOO-UHFFFAOYSA-N,CCc1c(C(N)=O)cn2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c12,110.0,6.958607314841775,CHEMBL194958
UMGQVUWXNOJOSJ-OQLLNIDSSA-N,CC(C1=CC=CC=C1)NC(=O)/C(=C/C2=CC(=C(C=C2)O)O)/C#N,37000.0,4.431798275933005,5353388
UMWZSZYWDMVROC-UHFFFAOYSA-N,CC(C)N(CC#CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)C(C)C,2.8,8.55284196865778,CHEMBL380669
UNTXLEZCEUSPFP-QNCXMEKNSA-N,O=C(Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1)/C(F)=C/CN1CCOCC1,1574.0,5.802995271976954,CHEMBL3357639
UOQUXSNSYHWJQN-QHHAFSJGSA-N,C1=CC(=CC(=C1)Br)NC2=NC=NC3=C2C=C(C=C3)NC(=O)/C=C/CN4C=CC=N4,15624.0,4.806207769720202,5328980
UPBUXSLPEWKLAQ-UHFFFAOYSA-N,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC1CCN(CC(=O)NC(C)C)CC1,110.0,6.958607314841775,CHEMBL2408048
UPTLDQNYFPKNGN-UHFFFAOYSA-N,O=C(Cc1ccc(F)cc1)NS(=O)(=O)c1ccc(Br)cc1,8180.0,5.087246696328677,CHEMBL1828869
UPTQFQIWDCTNMU-ZMUKGBGYSA-N,COc1cc2c(Nc3ccc(Br)c(Cl)c3)ncnc2cc1O[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2N1CCOCC1,1000.0,6.0,CHEMBL3921861
UQBXJPGUOYCCAX-UHFFFAOYSA-N,C=CC(=O)Nc1cccc(Oc2cc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)ncn2)c1,29.0,7.537602002101044,CHEMBL1928947
UQFHMEVGZKHGGF-UHFFFAOYSA-N,CN1CCN(CC(=O)Nc2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)CC1,6.1000000000000005,8.214670164989233,CHEMBL4796265
UQRTUYWLPSSBEX-UHFFFAOYSA-N,CN1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)o2)CC1.Cc1ccc(S(=O)(=O)O)cc1,23.7,7.625251653989896,CHEMBL3436355
URCDTLIXDIHXQP-JNSABCDYSA-N,COc1cc2c(Nc3ccc(N4CCN(C)CC4)cc3)ncnc2cc1O[C@H]1CO[C@H]2[C@@H]1OC[C@@H]2F,1000.0,6.0,CHEMBL3924442
URLZPDCQQKRKNR-VZOQVYJPSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(O[C@H](C)c4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,76.0,7.119186407719209,CHEMBL360662
URLZPDCQQKRKNR-ZRFOIIEFSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(O[C@@H](C)c4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,26000.0,4.585026652029182,CHEMBL427315
UROJLZLBFBJHLR-SJQLYEFGSA-N,C=C1[C@H](C)CCC[C@]1(C)CC/C(C)=C/CC1=C(O)C(=O)C=C(NCC(=O)O)C1=O,125.0,6.903089986991944,CHEMBL2315701
URQBZIUFPRGLCE-UHFFFAOYSA-N,COc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12,24.0,7.619788758288394,CHEMBL194389
USLJLFIVPBIWSH-ONEGZZNKSA-N,COC1=CC2=C(C=C1)N=C(N2)C3=C(C=NN3)/C=C/C4=CC(=CN=C4)OC,12000.0,4.920818753952375,135620677
USOXQZNJFMKTKJ-XVNBXDOJSA-N,C1=CC(=C(C=C1/C=C(\C#N)/C(=O)N)O)O,6400.0,5.1938200260161125,5328768
UTCBITIGWNRGAW-UHFFFAOYSA-N,COc1cc2c(Nc3cc(Cl)c(Cl)cc3F)ncnc2cc1OCC1CN(C)CCO1,50.0,7.301029995663981,CHEMBL3968233
UTHCWAKCUYYOJY-AATRIKPKSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccc(F)cc4F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,81.0,7.091514981121351,CHEMBL360028
UTVGMDHMDAFOBZ-UHFFFAOYSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)C1CSSC1,730.0,6.136677139879544,CHEMBL4456266
UUKVBKHGDGVWSB-UHFFFAOYSA-N,CCCCn1c(Cc2cc(OC)ccc2Br)nc2c(N)ncnc21,8000.0,5.096910013008056,CHEMBL201772
UVBKNBPCVRBUTF-UHFFFAOYSA-N,CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(Cl)c4)c(Cl)c3)c21)S(C)(=O)=O,11.0,7.958607314841775,CHEMBL2148052
UVWRRZRGHPHHLL-HSZRJFAPSA-N,N#Cc1cnc2cc(OC[C@H](O)CO)c(NC(=O)CC3CSSC3)cc2c1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,104.0,6.982966660701219,CHEMBL4642574
UVWRRZRGHPHHLL-QHCPKHFHSA-N,N#Cc1cnc2cc(OC[C@@H](O)CO)c(NC(=O)CC3CSSC3)cc2c1Nc1ccc(OCc2cccc(F)c2)c(Cl)c1,116.5,6.933674074637962,CHEMBL4646030
UVYILPAEBXSCTR-UHFFFAOYSA-N,CC1=CC(=NC=N1)NC2=CC(=C(C=C2)OCC3=CC(=CC=C3)F)Cl,6500.0,5.187086643357144,53318457
UVYZONNTWFHSPK-KPKJPENVSA-N,Cc1cccc(-c2ccc3c(ccn3Cc3coc(/C=C/c4ccc(C(F)(F)F)cc4)n3)c2)c1,820.0,6.086186147616283,CHEMBL5201807
UWERUQQBFCQSFI-UHFFFAOYSA-N,CC(=O)N1N=C(c2ccc(C(F)(F)F)cc2)CC1c1ccc(C(=O)OC(C)Cn2c([N+](=O)[O-])cnc2C)cc1,5620.0,5.250263684430939,CHEMBL3746421
UWXPWGQSXVNVTA-UHFFFAOYSA-N,NP(=O)(OCCCOc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1)N(CCCl)CCCl,1700.0,5.769551078621726,CHEMBL4097216
UWXSAYUXVSFDBQ-CYBMUJFWSA-N,C[C@@H]1COC(Nc2ccc3ncnc(Nc4ccc(OCc5nccs5)c(Cl)c4)c3c2)=N1,2.0,8.698970004336019,CHEMBL2103842
UXFJZTSGDOCCSL-UHFFFAOYSA-N,Cc1ccn2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c12,430.0,6.366531544420413,CHEMBL247101
UXPURPRPVSKBPC-UHFFFAOYSA-N,C1=CC(=C(C=C1NC2=NC=NC3=CC4=C(C=C32)N(C(=O)O4)CCOC(=O)CCl)Cl)F,1600.0,5.795880017344075,134148374
UYJNQQDJUOUFQJ-UHFFFAOYSA-N,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,710.0,6.1487416512809245,CHEMBL458997
UYWHKGJSHFOELO-CPSHHHPTSA-N,Cc1cc(Nc2ncnc3cc(O)c(NC(=O)/C=C/[C@H]4CCCN4C)cc23)ccc1Oc1ccn2cnnc2c1,6.31,8.199970640755865,CHEMBL5180965
UZGXHZBWNFJHQD-UHFFFAOYSA-N,CS(=O)(=O)CCC(=O)Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)c1,32.0,7.494850021680094,CHEMBL381080
VAEBOYGSUMEZLQ-SNAWJCMRSA-N,COc1cc2ncc(C#N)c(Nc3ccc(Sc4nccs4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,83.0,7.080921907623926,CHEMBL179572
VAJPYTMPGMTMKB-UHFFFAOYSA-N,O=C(Cc1ccc(Cl)cc1)NS(=O)(=O)c1ccc(Br)cc1,13560.0,4.867740310468956,CHEMBL1828874
VANCZLKVOHARGS-UHFFFAOYSA-N,C=C(CN1CCOCC1)C(=O)NC2=CC3=C(C=C2)N=CN=C3NC4=CC(=CC=C4)Br,458.0,6.339134521996131,5328985
VBWQGJTVHGEOPP-UHFFFAOYSA-N,C=CC(=O)Nc1cccc(-c2c[nH]c3ncnc(Nc4ccc(OCN5C(=O)c6ccccc6C5=O)cc4)c23)c1,4.5,8.346787486224656,CHEMBL4781593
VBXDUSMRNQVJRO-UHFFFAOYSA-N,O=C(CCl)Nc1ccc2ncnc(Nc3cc(Cl)c(Cl)cc3F)c2c1,50.0,7.301029995663981,CHEMBL275762
VCFABRFLWPSRSF-UHFFFAOYSA-N,O=C(CBr)OCCn1c(=O)oc2cc3ncnc(Nc4ccc(Oc5cccc(C(F)(F)F)c5)c(Cl)c4)c3cc21,120.0,6.920818753952375,CHEMBL3945555
VCHPXQWCAXPYAS-UHFFFAOYSA-N,CC(=O)c1ccc2[nH]c3nccc(Nc4cccc([N+](=O)[O-])c4)c3c2c1,978.0,6.009661145212398,CHEMBL3133817
VCMMXZQDRFWYSE-UHFFFAOYSA-N,CC1=CC(=O)c2c(O)cccc2C1=O,30800.0,4.511449283499556,CHEMBL295316
VDEFSHMEYOAABL-UHFFFAOYSA-N,CCC1=C2C(Nc3ccc4c(cnn4Cc4ccccc4)c3)=NC=NC2N=C1NC(=O)OCCN1CCCCC1,28.0,7.552841968657781,CHEMBL566350
VDXVVMLTFUWAMZ-VMPITWQZSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccs4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,131.0,6.882728704344236,CHEMBL426051
VENHPOQTVRCHJV-JXBRRONGSA-N,COc1cc2c(Nc3ccc(Cl)c(Cl)c3)ncnc2cc1OC[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2OC,50.0,7.301029995663981,CHEMBL3893416
VEOKVBJQCDUAPF-UHFFFAOYSA-N,Cc1ccccc1NC(=O)CSc1nc2cc3ccccc3cc2c(=O)n1-c1ccc(S(N)(=O)=O)cc1,21.0,7.67778070526608,CHEMBL5280584
VEVHOMZSENWUED-UHFFFAOYSA-N,O=C1C(CO)=C(CO)C(=O)c2c(O)ccc(O)c21,11400.0,4.943095148663527,CHEMBL1699836
VEZBREXQDQRJTD-KBPBESRZSA-N,COc1cc2c(Nc3ccc(Br)c(Cl)c3F)ncnc2cc1OC[C@@H]1CN2CCC[C@H]2CO1,50.0,7.301029995663981,CHEMBL3962487
VGJRVAUEDBYNMP-UHFFFAOYSA-N,CCS(=O)(=O)CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,8.5,8.070581074285707,CHEMBL2148045
VHGGLPYMJXZJFI-ZZXKWVIFSA-N,COC/C=C/C(=O)NC1=CC2=C(C=C1)N=CN=C2NC3=CC(=CC=C3)Br,8832.0,5.0539409396148764,5328983
VHGQJLWYOGRRAE-UHFFFAOYSA-N,O=C(CO)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc(C(F)(F)F)c4)c(Cl)c3)c21,4.3,8.366531544420413,CHEMBL1923019
VIANWBJPMVJZPN-UHFFFAOYSA-N,CN1CCN(CCC#CC(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cn2)CC1,0.7,9.154901959985745,CHEMBL203599
VJBGCGWDTBHXQK-DTQAZKPQSA-N,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccc4)c(Cl)c3)c2cc1NC(=O)/C=C/c1cccc2cccnc12,1134.0,5.945386945443112,CHEMBL367792
VJEUAMRGXUPVET-UHFFFAOYSA-N,Cc1ccc(C2CC(c3ccccc3)=NN2C2=NC(=O)CS2)cc1,4640.0,5.333482019445119,CHEMBL1958023
VKFHLVGNIPONMR-UHFFFAOYSA-N,COCC#CC(=O)NC1=CC2=C(C=C1)N=CN=C2NC3=CC(=CC=C3)Br,33.0,7.481486060122112,5328965
VLRCFULRQZKFRM-KQYNXXCUSA-N,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1S,45000.0,4.346787486224656,CHEMBL14326
VLYYUZFBTALINK-QHCPKHFHSA-N,Fc1cccc(Cn2ncc3cc(Nc4ncnn5ccc(COC[C@@H]6COCCN6)c45)ccc32)c1,590.0,6.229147988357855,CHEMBL246492
VMWBVIFBGIIXSH-UHFFFAOYSA-N,COC(=O)C1=C(N=CN=C1NC2=CC(=C(C=C2)OCC3=CC=CC=C3)Cl)N,100.0,7.0,25242463
VNEUERRAUAGHGO-UHFFFAOYSA-N,CCC(=O)NNC(=O)c1csc2ncc(-c3ccc(C)cc3)n12,244.0,6.61261017366127,CHEMBL5176561
VNMOWKHAHQJUJI-UHFFFAOYSA-N,COc1ccc(I)c(Sc2nc3c(N)ncnc3n2CCCNC(C)(C)C)c1,140.0,6.853871964321762,CHEMBL199532
VNSGZPKJDBAOQI-UHFFFAOYSA-N,CC(=O)NC1CCN(Cc2ccn3ncnc(Nc4ccc5c(cnn5Cc5cccc(F)c5)c4)c23)CC1,180.0,6.7447274948966935,CHEMBL247512
